author,Avg_Word2Vec
@omergurkanozturk9151,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
@YasinDemir-ju3jg,"[ 5.1231924e-03 -4.3985150e-03 -9.1970051e-03 -9.0619680e-03
  6.2405509e-03 -5.2534738e-03  5.2615888e-03 -1.5501871e-03
  9.6937921e-03  7.1586692e-03  9.8823542e-03  8.3532799e-03
 -7.8717107e-03 -9.5857112e-03 -5.5852202e-03 -7.9271162e-04
  5.0042309e-03  3.6675644e-03 -2.0339682e-03  5.0198259e-03
 -3.4036224e-03 -6.7955381e-03  4.7156825e-03 -9.8494356e-03
  8.8795333e-04 -5.0150943e-03  7.5892601e-03 -3.7203406e-03
  2.8052791e-03 -6.2610451e-03  9.6190441e-03 -5.6014764e-03
  3.5915945e-03  3.2213146e-03  8.9183729e-03 -5.5445894e-03
 -4.3596262e-03 -6.2300786e-03  6.1557293e-03 -4.6045939e-03
  4.8198644e-03 -9.0115989e-04  7.2709047e-03 -6.0481210e-03
 -7.8933983e-05 -8.3008272e-05 -8.5580209e-03  8.7431855e-03
 -2.0978800e-03  6.4355624e-03  8.8732013e-05  5.0211097e-03
  2.2241925e-03  8.8565294e-03 -8.3325803e-03  8.4317643e-03
  8.6611183e-03  1.0506313e-03  4.4162297e-03  3.8143811e-03
  4.0667625e-03 -2.9482453e-03  2.8449711e-03  7.6855550e-04
  4.8231524e-03  8.4217228e-03 -7.7310954e-03  1.6519494e-04
 -8.7441197e-03 -1.5771986e-03 -9.0352176e-03  3.1773588e-03
 -1.5818579e-03 -6.8864186e-04  6.4446214e-03 -8.0788285e-03
  1.1491841e-03 -2.4299154e-03 -3.7435261e-03 -7.2880890e-03
 -7.9707224e-03  8.2880761e-03 -7.4513457e-03  4.8326598e-03
 -3.7984061e-03 -1.2154570e-03  2.8271845e-03 -8.5640335e-03
 -5.6530805e-03 -7.7225845e-03 -9.4053205e-03 -4.7424273e-03
 -3.1647889e-03  4.9254397e-04 -6.6771539e-04 -7.8673158e-03
 -3.7926494e-03 -2.7423371e-03 -6.3763112e-03 -6.3828253e-03]"
@aybarsatakan7801,"[ 4.2765308e-03  4.2149960e-04 -9.0526562e-04 -3.2783400e-03
  4.9687806e-03 -9.1303298e-03  5.1145465e-03  5.7054944e-03
 -2.4518101e-03 -4.2237197e-03 -7.4162642e-03 -6.4311377e-03
 -5.1068058e-03  3.1610865e-03 -4.7976850e-03 -1.1975502e-03
 -8.9298319e-03 -3.5062674e-03 -8.0286153e-04 -8.0197956e-03
  3.2570958e-03  9.7855134e-03  4.3943678e-03  1.8732469e-03
 -4.9071563e-03 -1.1004410e-03  2.2606563e-03  1.7374752e-03
  8.7845298e-03 -9.1676367e-04  7.0322384e-03  5.7696509e-03
  3.0684674e-03  7.2734104e-03 -4.9595702e-03 -3.9506457e-03
  7.0041278e-03  8.6133042e-03  3.1455476e-03 -4.1342848e-03
  7.6485313e-03  2.7172063e-03 -2.4363544e-04  8.8794585e-03
  4.3551689e-03  3.9451299e-03 -2.2713009e-05 -8.9566801e-03
 -3.0910550e-03  2.4323703e-03 -5.6120590e-03  7.1203080e-03
  7.4515627e-03 -8.9871539e-03 -5.3974492e-03 -5.9811035e-03
 -6.6565769e-04 -1.8099138e-03 -2.0620935e-03 -2.2358643e-03
  3.6161190e-03  9.6047204e-03 -4.5865984e-03 -8.2641020e-03
  3.7372673e-03 -6.4087720e-03  6.7238002e-03  2.6912058e-03
 -7.8962632e-03 -7.7321026e-03 -9.2759002e-03  2.3622033e-03
  2.7427787e-03  2.6254302e-03  2.0033526e-04  1.0819283e-03
  3.0904461e-03 -1.5427759e-03 -8.0519281e-03 -6.3235057e-04
  3.6975918e-03 -2.6116674e-03 -2.1839077e-03 -2.2181359e-03
  7.2665461e-03 -3.0574044e-03  9.4949231e-03 -3.8426025e-03
 -9.9663641e-03 -6.5456834e-03 -4.3465886e-03  1.2615091e-03
  5.1255743e-03  2.1537761e-03  9.1004297e-03  9.0254896e-04
  5.6431391e-03  1.5284002e-04 -2.1256187e-03  6.2147132e-03]"
@hakankaratas6218,"[-4.9818290e-04  1.2459347e-03  8.9181900e-05 -6.7723305e-03
 -3.2655939e-03 -2.8534187e-04 -1.0862314e-03  3.8262662e-03
 -6.2391870e-03 -3.0129666e-03 -4.1789128e-04 -3.1339840e-03
  3.5497535e-03 -4.5415601e-03  2.8961182e-03 -3.1839933e-03
  5.2141823e-04  4.4032000e-04 -2.6753389e-03 -5.1096990e-03
 -6.2296740e-03 -2.7153268e-03  3.8980164e-03 -1.4221933e-03
 -1.9799338e-03 -1.3547653e-03  3.7047111e-03 -2.6395535e-03
  5.8515993e-04  4.7786222e-03  2.4540008e-03 -5.1468704e-03
 -8.8309933e-04 -9.8200643e-04 -7.5011299e-04  4.1297763e-03
  2.6792597e-03  2.1581813e-03  3.2111380e-05 -1.5310049e-03
  7.9655932e-04 -2.0831835e-03 -4.8120297e-03  3.9935210e-03
 -1.0863701e-03 -1.9774924e-03 -6.3547306e-04  1.0806302e-03
 -4.2119031e-03 -6.3875742e-04 -4.1120205e-04 -4.0927357e-03
 -2.1756580e-03  8.7112607e-04 -5.1343590e-03 -1.1644642e-03
  8.6834392e-04 -4.5603360e-03 -2.1426613e-03 -2.6009649e-03
  1.3099629e-03 -2.6237897e-03  6.6327583e-03 -1.4652548e-03
 -4.3342612e-03  5.6009647e-03 -7.6071359e-05  1.8829557e-04
 -3.6446101e-03 -2.2917939e-03  3.2904746e-03  6.7553124e-03
  2.9082634e-03  5.6725158e-03 -7.2290126e-04  8.8832118e-03
  2.0101259e-03 -6.3075684e-04 -1.9801983e-03  3.4519795e-03
  4.7291680e-03 -2.1710489e-03  1.3804963e-03 -5.2946899e-04
 -3.1289430e-03 -3.3933055e-03 -4.8795827e-03  1.8620536e-03
  4.1938932e-03  2.4974316e-03  4.0545412e-03  5.3860438e-03
 -8.8894703e-05 -4.1623259e-04  4.1267588e-03  3.5213549e-03
  4.5820777e-03 -4.5526382e-03  4.9874689e-03 -7.2841966e-03]"
@umitozdemir7246,"[-4.4186604e-03  2.3214240e-03  6.5475109e-04  9.6650107e-04
 -8.8793202e-04 -1.8886322e-03  2.0875891e-03  5.4016868e-03
 -5.7003684e-03 -2.6715125e-03 -6.8064278e-04 -3.9200690e-03
 -2.0137096e-03  1.2348988e-03  8.0918195e-04 -2.2654869e-03
  2.2146248e-03  3.1692735e-03 -5.7584383e-03 -4.3009757e-03
 -1.5668415e-03 -1.2382217e-03  4.8997342e-03 -2.4719813e-03
  3.4290487e-03 -2.2144048e-03  1.4410903e-03  1.4523303e-03
 -3.6119963e-03  3.3128497e-03  3.4343957e-03 -5.3893426e-03
 -6.9697131e-04 -5.9471875e-03 -1.7864833e-03  2.1560120e-03
  5.1650908e-03  2.1122466e-03  4.0105120e-03  3.2236974e-05
  5.7157595e-04 -1.9220643e-03 -6.5202238e-03 -5.4457807e-05
  7.7706063e-05  2.2278666e-03 -2.2108591e-04  3.1890185e-03
  3.7541415e-04  2.0968544e-03  9.3368639e-04 -4.0139854e-03
 -8.7787525e-04  1.2315507e-03 -2.7949335e-03  1.0962458e-04
  5.3920578e-03 -3.0520640e-03 -4.4520656e-03  1.3797145e-03
  6.9462322e-04 -2.3864722e-04  2.1955448e-03 -4.8138038e-03
 -3.6568951e-04  5.0464682e-03  3.8474579e-03  1.9400176e-03
 -2.4473860e-03  1.3774264e-03  2.0031938e-03  2.7507078e-03
  4.0766736e-03  1.2550182e-03 -6.5288332e-05  2.6911004e-03
  1.7297734e-04  9.9495915e-04 -3.6485086e-05 -2.1520930e-03
 -4.0783579e-04 -2.1426892e-03  1.8584423e-03 -2.2386804e-03
 -1.0201039e-03 -3.6776327e-03 -8.4516825e-04 -3.1393175e-03
  1.5325735e-03  1.2921372e-03  1.8468248e-03  3.3286065e-03
  1.6652117e-03 -3.6622377e-03  6.2573375e-03  4.5672618e-03
  1.8323050e-04 -4.4065393e-03  6.3829334e-04 -7.1708718e-04]"
@denizkhanalmasov7380,"[-7.6360186e-04 -6.0366333e-04  2.5871296e-03 -6.1429851e-04
  9.6225523e-04  1.8220433e-03  4.6737227e-04  6.9442466e-03
 -1.1809659e-03 -1.0439843e-03 -1.0971203e-03 -3.9054593e-03
 -1.0394584e-03  1.4615838e-03 -9.9288579e-04 -5.4261144e-03
  2.9647613e-03  4.6078088e-03 -3.4844100e-03 -5.8382489e-03
 -1.3729936e-03  5.0261692e-04  1.1527560e-03  1.3372577e-04
  4.7848751e-03 -2.9163467e-04 -2.3109763e-04  6.4741019e-03
 -5.3444300e-03  2.8991376e-03 -3.2043054e-03 -2.2031807e-03
  1.1191812e-03 -3.2935124e-03 -5.3705708e-03 -4.2306092e-03
  1.7201388e-04 -3.5591561e-03  1.1075394e-03 -1.7904477e-03
 -5.6561804e-03  4.5987922e-03 -4.0426315e-03  3.5359772e-04
 -1.5871328e-03 -1.9018557e-03  9.0252486e-04  3.5640193e-04
 -1.8981911e-03  4.4760844e-03 -4.7529116e-05 -1.6739283e-03
 -3.4079992e-03 -4.3602297e-03  3.2676911e-04 -4.8969658e-03
 -2.6992164e-04 -2.9710720e-03 -4.8889808e-04  4.0914766e-03
 -2.2656946e-03 -3.0296464e-03  4.0582246e-03 -1.3443587e-03
 -4.3520252e-03  4.2476445e-03  5.4598688e-03  3.3617413e-03
 -6.3894582e-03  3.2736512e-03  5.2056755e-03  6.6333748e-03
  2.3171490e-03 -4.2959605e-03  3.1457772e-04  3.0260934e-03
  7.2323498e-03 -1.6586049e-03 -4.5235860e-03 -2.8354137e-03
 -2.7558918e-03  5.4014770e-05 -1.1385697e-03  5.6452756e-03
 -3.2742221e-03 -1.4769230e-03  3.1400493e-03 -5.3546433e-03
  8.4696258e-05  2.8583098e-03 -4.5058707e-05  1.1233246e-03
  6.3723042e-03 -3.8110914e-03  7.0697498e-03  3.6635080e-03
  1.9033393e-03 -1.8868611e-04  5.2999724e-03  2.3874240e-03]"
@ilkayeker292,"[-4.2314189e-03  2.6339635e-03  1.5364581e-03  1.2751865e-03
 -1.1836287e-04 -1.4771201e-03 -4.0610973e-03 -3.8360816e-03
 -6.0614184e-03 -3.2096028e-03  3.9241239e-03 -8.0971820e-03
 -1.7702524e-03  4.9026380e-03 -9.9761283e-04 -2.2429789e-03
  7.0697074e-03 -1.2993971e-03  3.4594303e-03  3.8215520e-03
  4.5041307e-03  9.8802766e-04  4.1849511e-03 -3.0005351e-04
 -3.6312189e-04  4.6102530e-03 -2.5156268e-03  2.3940953e-03
  2.1563054e-03 -2.0667336e-04  3.0220116e-03 -3.4435112e-03
 -2.2291560e-03 -3.1489059e-03 -1.0222190e-03  2.2069691e-04
  4.0434361e-03  1.5001203e-03  9.7151502e-04 -1.5743852e-04
 -8.6925802e-04 -5.6127277e-03 -4.5113773e-03  1.0295651e-03
 -3.9037186e-04  6.8185618e-04  6.3581201e-03 -3.6020002e-03
 -3.9289817e-03 -8.9084759e-04  1.6382745e-03 -8.2218181e-04
 -7.6317013e-04  4.4575804e-03  1.2673405e-03 -1.2047431e-03
  7.3614094e-04 -2.1433195e-03 -1.0329288e-03  6.7356246e-04
 -1.4809738e-03 -1.5020083e-03 -1.4948403e-03 -4.1352119e-05
  4.5662946e-03 -3.5961470e-04  1.5143791e-03 -6.1650197e-03
  1.0952061e-03  6.9278809e-03 -2.5661141e-03 -2.9747346e-03
  5.5156252e-03  4.8989574e-03  3.8013692e-04  1.3381266e-03
 -6.9060773e-03  3.8691033e-03  1.4956569e-03 -4.1361013e-03
 -6.1841831e-03 -1.2322213e-04  5.6653045e-04 -2.8131169e-03
  3.3864575e-03 -1.7360230e-03  1.5205620e-03  3.4218622e-04
 -1.7258296e-03  1.0100940e-03 -1.8754196e-03  1.9005056e-03
  4.5461775e-04 -1.6328706e-03 -1.8297056e-03  4.3293084e-03
  1.4356730e-03  4.4158869e-03 -1.7596623e-03 -1.8924351e-04]"
@canelyaf5554,"[-7.92130269e-03  4.57947049e-03 -1.51384075e-03  3.66277178e-03
  3.38824606e-03 -1.09974726e-03  3.85705987e-03  3.09989695e-03
  2.02846248e-04  6.68518129e-04 -4.32769622e-04 -1.02532073e-03
  5.46132680e-04 -1.62387732e-04  1.55753945e-03 -1.19813695e-03
  2.82388320e-03 -6.32215117e-04 -3.82923824e-03  1.39259640e-03
  4.80883609e-04 -8.44874769e-04  5.70044760e-03 -4.44784586e-04
 -4.67920690e-05  2.96818232e-03 -3.12214775e-04 -8.91896721e-04
 -2.93034734e-03  1.67728623e-03  4.36387071e-03 -3.68165737e-03
  1.58501673e-03  4.11885034e-04  2.51046591e-03  1.17770699e-03
  3.75566771e-03  3.78734386e-03  1.23307225e-03  3.67731031e-04
  5.05451579e-04 -2.45869486e-03 -2.04421254e-03 -9.05200024e-04
  1.55707193e-03 -3.98306933e-04  3.28523340e-03  1.05490140e-03
 -2.19508144e-03 -3.68453888e-03  1.47096836e-03 -2.41873180e-03
 -8.51413410e-04 -2.27508158e-03 -1.00558995e-04 -5.29065710e-06
  2.02223589e-03 -2.48756260e-04  1.23880163e-03 -2.89568119e-03
 -3.64914304e-03  5.13291568e-04  2.80687446e-03 -1.16985675e-03
 -2.82799272e-04  1.47876376e-03  3.62390513e-03  4.63419501e-03
 -2.19621556e-03  2.78887735e-03 -8.26914969e-04  1.68128681e-04
  2.92891660e-03  3.81666492e-03 -3.41400644e-03 -2.63883756e-03
 -5.84726501e-03  2.35483400e-03 -1.61581265e-03 -3.47492774e-03
 -2.87961471e-03 -1.21981709e-03  5.24281757e-03 -5.42552094e-04
  8.70296382e-04 -3.86408111e-03  2.93706870e-03 -1.12927426e-03
 -4.01491951e-03 -3.35366349e-03 -3.01045226e-03  2.95809965e-04
  2.86504487e-03 -3.23788379e-03  3.72652477e-03 -1.35625317e-03
  5.29139070e-03  1.41534768e-03 -1.37882889e-03  2.91381966e-05]"
@feridunozkaya5205,"[-7.9462007e-03  4.8307972e-03 -7.4579025e-04  4.3448960e-04
  5.3081885e-03 -1.5881640e-03  1.7114067e-03  5.1579601e-03
 -3.5052220e-04 -2.2139947e-03  8.4443949e-04  1.3941930e-04
 -3.2880884e-03  9.8190608e-04  2.2721132e-03  2.6043723e-04
  4.2003072e-03  2.5551186e-03 -2.0964160e-03  2.1927129e-04
  1.6486222e-03 -5.0079958e-03  8.6267432e-03  2.9976543e-03
 -2.0121143e-03  2.1423753e-03  6.8895536e-04  4.5621805e-03
 -2.8497491e-03  2.5658326e-03  5.8982591e-03 -2.0080069e-03
 -2.0841558e-03 -5.8064964e-03  5.3670616e-03  1.8248054e-03
  4.4478830e-03  1.1458347e-03 -2.3487832e-04  6.7018927e-03
  4.3795258e-03 -2.9341523e-03 -4.2210249e-03  1.9693181e-03
  3.6089886e-03  1.3124015e-03  4.0815566e-03 -1.3152836e-03
  1.0814682e-03 -2.5633380e-03  5.3595207e-03 -1.6819239e-03
  8.5019994e-05 -3.5924101e-03 -2.8636556e-03  3.0877892e-04
  4.3507013e-04  2.2910323e-03  1.2268800e-03 -1.0949369e-03
 -1.0271283e-03  6.4836891e-04  1.8582464e-03 -1.7528321e-03
  1.5085293e-03 -3.4197606e-04  5.7179667e-03  3.8916499e-03
  9.4867311e-05  2.0766051e-03 -1.2619881e-03 -2.2107365e-03
  4.0018125e-04  6.6630752e-03  7.3397219e-05 -1.4136947e-03
 -4.9211900e-03  4.4695754e-03  2.3082858e-03 -3.7320650e-03
 -7.5749760e-03  7.4782775e-04  3.9603249e-03 -2.1221063e-03
 -2.3996115e-03 -4.3393550e-03  5.9635960e-03 -7.7749556e-04
 -2.8795777e-03 -6.3226125e-03 -9.8500738e-04 -2.4136526e-03
  2.2354124e-03 -4.8300750e-03  3.3372955e-03 -1.9246014e-03
  5.8132987e-03 -1.6993294e-03 -3.7262987e-03  6.2240666e-04]"
@AWhite_,"[-2.5197159e-04  2.2831797e-03 -3.9995299e-03 -2.7617628e-03
  4.2697047e-03 -1.2154954e-03 -1.1382084e-03 -6.9687981e-04
 -7.0866905e-03  4.9949372e-03 -1.6101199e-03  1.5607453e-04
  5.1072342e-03 -4.3168995e-03  8.7506855e-03 -4.8148176e-03
  1.5085328e-03  8.4764827e-03 -4.2288415e-03 -1.1281936e-03
 -2.3665631e-03 -1.2131731e-03  1.5286626e-03  4.8366096e-04
  3.6576693e-03 -4.0853852e-03  6.5163858e-03 -1.5466497e-03
  9.3616336e-04  3.1731995e-03  5.7553127e-03 -2.3212903e-03
 -4.3213591e-03 -7.9076947e-04 -6.7298571e-03  3.7736006e-03
  2.3497117e-03  3.4299055e-03 -1.8099122e-03 -4.8285918e-03
  1.1758404e-03  2.3273677e-03 -2.5552239e-03 -9.4092917e-04
  7.1537448e-05  2.9689316e-03 -3.8812938e-03 -1.3343247e-03
 -7.6100347e-04 -5.4841624e-03  6.0946454e-04 -4.3538595e-03
 -5.3186053e-03 -4.7505791e-03 -9.5596332e-03 -4.7799218e-03
 -4.4397647e-03 -5.8120107e-03 -2.4670723e-03 -7.2638213e-04
  6.8452992e-03  2.5489978e-03  9.9022035e-04 -3.7915609e-03
  3.1097257e-04  7.4935341e-03  7.3065450e-03  1.3418813e-03
 -6.0846875e-03  6.7937910e-04 -2.1767223e-03  5.5578640e-03
  4.1022594e-04  5.2936510e-03 -4.3986328e-03  9.0445438e-03
  2.5836343e-03  6.2565915e-03 -4.1450714e-03 -3.7695304e-03
  4.4263359e-03 -9.1344640e-03 -8.5544717e-03  2.4031841e-03
 -4.2503681e-03 -2.5160215e-04 -4.3906958e-04 -7.1263509e-03
  5.7490161e-03  8.0490275e-04  2.1061315e-03  4.2954958e-03
  2.0361512e-03 -3.1912199e-03  7.4821441e-03 -5.9418823e-04
  7.5997468e-03 -1.3464947e-03  1.7745940e-03 -5.6998180e-03]"
@turtleway19,"[ 1.8909354e-03  1.9629626e-04  7.0220209e-03 -4.4548931e-03
 -2.8603871e-03 -6.5477323e-03 -2.2945693e-03  5.3905151e-03
 -3.5181290e-03 -7.6310909e-03  5.4629981e-03 -5.3610816e-03
  3.8559705e-03 -9.0195768e-04  3.7295278e-03  5.6871623e-03
  3.8679780e-03  5.9343380e-04  6.1094837e-04 -5.7781022e-03
 -1.0228151e-03 -3.2035683e-03  7.6444396e-03 -5.5839657e-03
 -2.1724363e-03  3.9043233e-03 -1.9573737e-03 -9.4410247e-04
  3.9887144e-03  4.8190434e-03  7.2898396e-04 -9.4303145e-04
  5.9598149e-03  3.2389490e-03  5.5175987e-03  4.0666661e-03
  3.9008933e-03  7.9108728e-04 -1.0727659e-03  2.8244422e-03
  1.5900225e-03 -2.7402889e-03 -7.2380062e-03  4.8570507e-03
 -5.3753792e-03 -2.1885736e-03  1.5113286e-04 -1.5452452e-03
 -4.5677400e-03  1.0771492e-03 -9.7021804e-04 -4.0181456e-03
 -4.9519935e-03  2.4388535e-03  1.8835879e-03  2.7970530e-03
 -6.2250468e-04  1.0402749e-03  4.4524721e-03  5.0482047e-03
 -8.7264786e-03 -1.2241773e-03  1.7234435e-05 -2.4463376e-04
 -5.1201722e-03  4.9023344e-03 -3.1656632e-03 -6.8040756e-03
  4.7748568e-03 -6.2223211e-05  1.1107238e-03  3.0133482e-03
 -5.4788141e-04  8.3916569e-03  9.0191537e-04  4.3732752e-03
  1.4538366e-03 -6.9186077e-03 -5.0715421e-04  3.1124847e-03
  6.0421973e-04  7.0815515e-03  6.1954353e-03  3.2554704e-03
 -6.1425045e-03  2.1749178e-03 -3.2658305e-03 -9.0087950e-04
  4.9600438e-03  1.3617653e-03  5.4113660e-03  4.8215338e-04
 -1.0510542e-04  1.2582619e-03 -4.6124309e-03  9.2355697e-04
  8.0740098e-03 -4.4610705e-03 -6.3461257e-04 -3.9301706e-03]"
@servetekselli4201,"[-4.3450696e-03  5.3163045e-03 -1.7366391e-04  4.6035065e-03
  2.9746038e-03 -4.2613074e-03  3.3494080e-03  4.4421987e-03
  2.9701469e-04 -6.5971818e-04  4.4451063e-04 -1.2760453e-03
  2.9526600e-03 -4.5049348e-04  2.3337523e-03 -1.8867549e-03
  3.8405386e-04 -1.7907502e-03 -3.7442632e-03 -1.6679199e-03
 -7.5200667e-05 -1.4555266e-03  1.5671775e-03 -7.7335895e-03
  2.0485872e-03  1.4954705e-03 -3.5043838e-03  2.6594065e-04
 -4.2686705e-04 -4.3096981e-04  6.7717751e-04 -5.6839297e-03
  1.3872029e-03  4.3210969e-03  1.1075819e-03  1.2284960e-03
  2.4948416e-03  2.8121523e-03  2.9014244e-03 -4.0342528e-03
 -2.7531006e-03 -3.5391250e-03 -1.4160235e-03 -2.5335739e-03
 -9.3731645e-04 -1.5540135e-03  5.2753733e-03  4.6541729e-05
 -4.1960487e-03 -5.1079551e-05 -1.2404205e-03 -3.3060429e-03
 -4.6733586e-04  1.5477088e-03  1.5821178e-03  2.0505763e-03
  3.6931783e-03  2.3707268e-03 -1.9267574e-05 -1.3819449e-04
 -3.1749203e-03 -6.7533588e-04  1.3841169e-03 -3.5411667e-03
 -1.9481512e-03  5.9681283e-03  2.7777371e-03  1.8587105e-03
 -1.9348345e-03  4.8640464e-03 -2.1917932e-04  3.6494416e-04
  5.7734489e-03  3.5755157e-03 -4.2027351e-03 -2.0323691e-03
 -5.5747405e-03 -1.1283867e-03 -2.9318717e-03 -9.3224645e-04
 -1.1470439e-03 -4.8945053e-04  1.5962264e-03 -2.8842171e-03
  4.3555154e-03 -4.8168833e-04 -1.7200656e-03 -4.5949644e-03
  1.9449603e-03 -1.0920207e-03 -2.1440687e-03 -1.1691181e-03
  2.0245700e-03 -1.5145685e-03  1.5629806e-03 -2.3666788e-03
  2.9375849e-03  7.6520198e-04 -3.1941272e-03  8.2896638e-04]"
@servetekselli4201,"[-7.9954918e-03  6.0021067e-03 -6.1578222e-04 -2.0626863e-04
  5.1607536e-03 -2.2723824e-03  1.9813846e-03  5.6694392e-03
  1.2274449e-03 -3.5708025e-03  2.9607504e-03  1.1830656e-03
 -1.4763422e-03 -8.1370608e-04  3.8187618e-03 -3.5051932e-04
  5.3742104e-03  5.4377073e-04 -3.6377320e-03  1.7631054e-03
  1.6790065e-03 -4.2740991e-03  8.8770501e-03  4.6379799e-03
 -4.0002093e-03  2.2719968e-03  2.0704356e-03  4.3824781e-03
 -1.6669800e-03  2.0271887e-03  4.6204599e-03 -2.4757939e-03
 -3.2905035e-03 -4.9258778e-03  4.9766828e-03  3.5975571e-03
  5.6834761e-03 -6.7016261e-04 -2.5366216e-03  7.4090045e-03
  4.1417517e-03 -9.3116600e-04 -1.6057629e-03  7.8387716e-04
  4.6058903e-03  1.7129198e-03  3.7820046e-03 -1.6220848e-03
  4.8982096e-05 -2.5137032e-03  5.0800387e-03 -1.2381886e-03
 -2.3200724e-03 -5.1254481e-03 -3.7018936e-03  1.9678602e-04
  8.2442467e-04  4.0708957e-03  2.2887674e-03 -1.9325136e-03
 -6.4777117e-04  1.7174686e-03  3.3188541e-03 -1.5612815e-03
  2.2091959e-03 -1.6412595e-03  4.1265176e-03  4.9762181e-03
 -5.7980139e-04 -8.2633947e-04  4.6144263e-04 -2.6159934e-03
  5.3724507e-06  7.5018471e-03 -4.6818005e-04 -2.1914155e-03
 -5.0204829e-03  5.1210881e-03  2.8421509e-04 -2.2892482e-03
 -7.0088999e-03  2.0825292e-03  4.0091374e-03 -8.9555164e-04
 -2.1680363e-03 -3.9506755e-03  6.8160277e-03  7.7625597e-04
 -2.6735447e-03 -7.1003186e-03 -2.5545566e-03 -2.0534534e-03
  1.4866156e-03 -4.2317719e-03  4.9928729e-03 -1.5468504e-03
  5.8302120e-03 -3.1456933e-03 -3.4090430e-03 -9.3458383e-04]"
@servetekselli4201,"[-7.9462007e-03  4.8307972e-03 -7.4579025e-04  4.3448960e-04
  5.3081885e-03 -1.5881640e-03  1.7114067e-03  5.1579601e-03
 -3.5052220e-04 -2.2139947e-03  8.4443949e-04  1.3941930e-04
 -3.2880884e-03  9.8190608e-04  2.2721132e-03  2.6043723e-04
  4.2003072e-03  2.5551186e-03 -2.0964160e-03  2.1927129e-04
  1.6486222e-03 -5.0079958e-03  8.6267432e-03  2.9976543e-03
 -2.0121143e-03  2.1423753e-03  6.8895536e-04  4.5621805e-03
 -2.8497491e-03  2.5658326e-03  5.8982591e-03 -2.0080069e-03
 -2.0841558e-03 -5.8064964e-03  5.3670616e-03  1.8248054e-03
  4.4478830e-03  1.1458347e-03 -2.3487832e-04  6.7018927e-03
  4.3795258e-03 -2.9341523e-03 -4.2210249e-03  1.9693181e-03
  3.6089886e-03  1.3124015e-03  4.0815566e-03 -1.3152836e-03
  1.0814682e-03 -2.5633380e-03  5.3595207e-03 -1.6819239e-03
  8.5019994e-05 -3.5924101e-03 -2.8636556e-03  3.0877892e-04
  4.3507013e-04  2.2910323e-03  1.2268800e-03 -1.0949369e-03
 -1.0271283e-03  6.4836891e-04  1.8582464e-03 -1.7528321e-03
  1.5085293e-03 -3.4197606e-04  5.7179667e-03  3.8916499e-03
  9.4867311e-05  2.0766051e-03 -1.2619881e-03 -2.2107365e-03
  4.0018125e-04  6.6630752e-03  7.3397219e-05 -1.4136947e-03
 -4.9211900e-03  4.4695754e-03  2.3082858e-03 -3.7320650e-03
 -7.5749760e-03  7.4782775e-04  3.9603249e-03 -2.1221063e-03
 -2.3996115e-03 -4.3393550e-03  5.9635960e-03 -7.7749556e-04
 -2.8795777e-03 -6.3226125e-03 -9.8500738e-04 -2.4136526e-03
  2.2354124e-03 -4.8300750e-03  3.3372955e-03 -1.9246014e-03
  5.8132987e-03 -1.6993294e-03 -3.7262987e-03  6.2240666e-04]"
